(2840, 0)
(3196, 0)
(3196, 1)
(4622, 0)
(4622, 1)
(4622, 2)
(10819, 0)
(16568, 0)
(16568, 1)
(17194, 0)
(17194, 2)
(18932, 0)
(19412, 0)
(19412, 1)
(19412, 2)
(19412, 3)
(19412, 4)
(20081, 1)
(24715, 1)
(25969, 0)
(30563, 0)
(32059, 0)
(35320, 0)
(35320, 1)
(38549, 1)
(38549, 2)
(38549, 3)
(38940, 1)
(43870, 6)
(49404, 0)
(49404, 2)
(49925, 0)
(49925, 2)
(54418, 0)
(54418, 2)
(55899, 3)
(63447, 0)
(63447, 1)
(63447, 2)
(75819, 2)
(81905, 0)
(85675, 1)
(87877, 0)
(97480, 2)
(104230, 0)
(104230, 1)
(104230, 2)
(108403, 0)
(108403, 1)
(113045, 0)
(113045, 1)
(113045, 2)
(118487, 0)
(118487, 1)
(121631, 2)
(122088, 1)
(122639, 1)
(124417, 0)
(128623, 0)
(131164, 0)
(143552, 3)
(143552, 5)
(143712, 0)
(143712, 4)
(143712, 5)
(143712, 6)
(151099, 1)
(152837, 0)
(152837, 2)
(162255, 1)
(162564, 1)
(174438, 0)
(174438, 1)
(175066, 1)
(182569, 0)
(185327, 0)
(185487, 1)
(192924, 0)
(192924, 1)
(194852, 2)
(196171, 0)
(196626, 0)
(197096, 0)
(197096, 1)
(198952, 1)
(200810, 0)
(202243, 0)
(202243, 1)
(203809, 0)
(208493, 0)
(208493, 2)
(208493, 3)
(209787, 0)
(209787, 1)
(214045, 1)
(214045, 3)
(214309, 0)
(214309, 1)
(214309, 2)
(219982, 0)
(219982, 1)
(221584, 1)
(221822, 0)
(221822, 1)
(223627, 0)
(223627, 1)
(228705, 0)
(228705, 1)
(230241, 1)
(231126, 0)
(232935, 0)
(232935, 1)
(232935, 2)
(236236, 0)
(246666, 2)
(248052, 0)
(248052, 1)
(248052, 2)
(253987, 0)
(253987, 1)
(253987, 2)
(253987, 3)
(254238, 0)
(254238, 1)
(254295, 0)
(254671, 0)
(254671, 1)
(260195, 0)
(260195, 2)
(261783, 0)
(261783, 1)
(261924, 0)
(262802, 0)
(263816, 0)
(272045, 0)
(272045, 1)
(272190, 0)
(272190, 1)
(272190, 2)
(276927, 0)
(278633, 1)
(280834, 1)
(281323, 0)
(281323, 1)
(281866, 0)
(281866, 1)
(281866, 2)
(285477, 0)
(285477, 1)
(286191, 0)
(286191, 1)
(287630, 0)
(289649, 1)
(295575, 0)
(296146, 0)
(298319, 0)
(298494, 1)
(299158, 1)
(300123, 1)
(302022, 0)
(310094, 1)
(312861, 0)
(312861, 1)
(316524, 0)
(316524, 1)
(318473, 0)
(318473, 1)
(319800, 0)
(321127, 0)
(322839, 0)
(322839, 1)
(330405, 0)
(330405, 2)
(332602, 0)
(337175, 2)
(337175, 3)
(337175, 4)
(338776, 0)
(338776, 1)
(340139, 0)
(340139, 1)
(342044, 1)
(343562, 0)
(343562, 1)
(347449, 0)
(347449, 1)
(351840, 1)
(352311, 0)
(352311, 1)
(352389, 0)
(352389, 1)
(354008, 1)
(357328, 2)
(360467, 1)
(362556, 1)
(366603, 0)
(366603, 1)
(367863, 1)
(367863, 2)
(368459, 1)
(369213, 0)
(370268, 4)
(387636, 0)
(387636, 1)
(392750, 0)
(392750, 1)
(394853, 0)
(394853, 1)
(398664, 0)
(400575, 1)
(403336, 0)
(403336, 1)
(404941, 2)
(407646, 0)
(407646, 1)
(420948, 1)
(421379, 1)
(424092, 0)
(424092, 3)
(427448, 0)
(428384, 1)
(431825, 0)
(434013, 0)
(435418, 1)
(435964, 0)
(438547, 0)
(439670, 0)
(439670, 1)
(441880, 0)
(444405, 0)
(444405, 1)
(449140, 1)
(451856, 0)
(451856, 3)
(452230, 0)
(452230, 1)
(452230, 2)
(458364, 1)
(463377, 0)
(469009, 0)
(469009, 1)
(469806, 0)
