(773, 1)
(773, 2)
(13396, 1)
(13941, 0)
(28369, 0)
(28369, 1)
(32899, 0)
(42950, 2)
(44778, 1)
(59825, 0)
(61605, 1)
(61605, 2)
(67631, 0)
(67631, 1)
(67631, 2)
(74092, 1)
(78431, 0)
(78431, 1)
(81451, 2)
(87317, 0)
(92928, 0)
(100210, 2)
(104420, 0)
(104420, 1)
(108193, 2)
(110259, 0)
(118096, 0)
(118096, 1)
(118458, 0)
(118458, 1)
(118458, 2)
(119802, 0)
(119802, 1)
(120886, 1)
(122277, 0)
(127606, 1)
(127606, 2)
(127736, 0)
(132058, 0)
(138045, 0)
(138045, 2)
(140182, 0)
(140182, 1)
(141642, 1)
(146522, 2)
(146607, 1)
(147741, 0)
(147741, 1)
(147816, 1)
(152580, 0)
(152580, 1)
(152580, 2)
(152580, 3)
(152580, 4)
(153584, 0)
(157039, 2)
(160245, 0)
(163009, 0)
(163009, 1)
(167923, 0)
(167923, 1)
(168167, 0)
(168559, 0)
(168559, 1)
(169362, 0)
(171277, 0)
(171277, 1)
(174890, 2)
(181530, 0)
(181530, 1)
(181530, 2)
(181530, 3)
(181530, 4)
(183480, 0)
(183480, 1)
(184643, 0)
(184643, 1)
(186131, 1)
(186857, 0)
(186857, 1)
(196755, 0)
(196755, 1)
(196841, 1)
(196841, 2)
(196876, 0)
(196876, 2)
(196960, 0)
(196960, 3)
(201846, 0)
(201846, 1)
(204829, 0)
(206734, 3)
(206916, 1)
(208894, 1)
(209484, 0)
(209484, 1)
(209513, 0)
(209513, 1)
(211046, 0)
(218616, 0)
(218616, 1)
(218935, 1)
(221097, 0)
(221097, 1)
(221386, 1)
(222752, 0)
(222752, 1)
(224145, 1)
(225086, 0)
(225086, 1)
(225086, 2)
(225086, 3)
(225086, 4)
(227459, 0)
(227461, 0)
(228702, 0)
(228702, 1)
(228702, 2)
(228702, 3)
(228730, 1)
(228730, 4)
(228730, 6)
(236692, 0)
(236692, 1)
(236692, 2)
(237079, 0)
(237235, 0)
(237432, 1)
(238102, 0)
(247770, 1)
(247770, 2)
(248830, 0)
